Mi, 08 Jul 2020 11:35:42 +0000  fade_in 1 1 None None
Mi, 08 Jul 2020 11:36:17 +0000  fade_in 0 1 None None
Mi, 08 Jul 2020 11:36:19 +0000  RS_rec 1 1 0 None
Mi, 08 Jul 2020 11:39:23 +0000  RS_rec 0 1 close None
Mi, 08 Jul 2020 11:39:23 +0000  RS_rec 1 1 1 None
Mi, 08 Jul 2020 11:42:26 +0000  RS_rec 0 1 open None
Mi, 08 Jul 2020 11:42:42 +0000  QA_rec 1 1 0 0
Mi, 08 Jul 2020 11:43:02 +0000  QA_rec 0 1 0 0
Mi, 08 Jul 2020 11:43:02 +0000  Run-1, Block-0, Trial-0, Q_cnt-50, Q_sen-Sie benutzt die Arbeit als Vorwand., Q_cen-benutzt
Mi, 08 Jul 2020 11:43:03 +0000  QA_rec 1 1 0 1
Mi, 08 Jul 2020 11:43:23 +0000  QA_rec 0 1 0 1
Mi, 08 Jul 2020 11:43:23 +0000  Run-1, Block-0, Trial-1, Q_cnt-51, Q_sen-Wenn man seine Zähne putzt, muss er die Zahnpasta auf Zahnbürste pressen., Q_cen-putzt
Mi, 08 Jul 2020 11:43:24 +0000  QA_rec 1 1 0 2
Mi, 08 Jul 2020 11:43:44 +0000  QA_rec 0 1 0 2
Mi, 08 Jul 2020 11:43:44 +0000  Run-1, Block-0, Trial-2, Q_cnt-52, Q_sen-Alle Passagiere müssen an der Endstation aus dem Zug aussteigen., Q_cen-aussteigen
Mi, 08 Jul 2020 11:43:45 +0000  QA_rec 1 1 0 3
Mi, 08 Jul 2020 11:44:05 +0000  QA_rec 0 1 0 3
Mi, 08 Jul 2020 11:44:05 +0000  Run-1, Block-0, Trial-3, Q_cnt-53, Q_sen-Ich gratuliere dir zum Abschluss mit höchster Auszeichnung. , Q_cen-gratuliere
Mi, 08 Jul 2020 11:44:06 +0000  QA_rec 1 1 0 4
Mi, 08 Jul 2020 11:44:26 +0000  QA_rec 0 1 0 4
Mi, 08 Jul 2020 11:44:26 +0000  Run-1, Block-0, Trial-4, Q_cnt-54, Q_sen-Ich muss mein Versprechen halten., Q_cen-halten
Mi, 08 Jul 2020 11:44:27 +0000  QA_rec 1 1 0 5
Mi, 08 Jul 2020 11:44:47 +0000  QA_rec 0 1 0 5
