run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,56.397634983062744,None,265.84186005592346,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",265.84186005592346,None,265.84120402336123,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",288.8763289451599,468.88584995269775,472.26950192451477,None,486.2864980697632,None," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",486.2864980697632,None,486.26855235099794,None,525.6885509490967,None,Listen to the question and speak out your answer!,528.7723410129547,None,528.7540828704833,530.7557489871979,Viele Tiere leben in Afrika.,leben,530.1390505313873,532.4890279769897,532.8890386104583,None,545.3397825241088,None,546.7398481369019,547.7399201393127,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_000.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,549.8234639167786,None,549.8058253765106,551.823235988617,Der Tourist fragte nach dem Weg zum Opernhaus.,fragte,551.2065515995025,554.4232850074768,554.7733774662017,None,566.4073725223541,567.424024105072,567.8240571022034,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_001.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,570.8915190696716,None,570.8733564853668,572.8910229206085,Wo werden Sie Urlaub machen?,machen,572.2742796421051,None,574.3410645008087,575.357705116272,587.4583955287933,None,588.8751411437988,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_002.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,591.9425239562988,None,591.9244424343109,593.9421601295471,Toni fliegt mit dem Flugzeug nach.,fliegt,593.3254654884338,595.6755819320679,596.0589044570922,None,608.5262654304504,None,609.9429249763489,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_003.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,613.0098230838776,None,612.9756189346313,615.0099301338196,Der Fallschirm wird im Fall geöffnet.,geöffnet,614.3932066440582,616.576740026474,616.9599974632263,None,629.5940094470977,None,631.0107409954071,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_004.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,634.0447940826416,None,634.0100990295409,636.0444040298462,Das Kind kann die Tischkante noch nicht erreichen.,erreichen,635.4276235580444,None,638.4611485481262,None,650.6283336162567,651.6450190544128,652.0450410842896,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_005.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,655.0451860427856,None,655.0276835441589,657.0453350543976,"Er ist zu schwach, um eine Firma zu führen.",führen,656.4286106109619,None,659.6287844657897,None,671.629463481903,672.6461160182953,673.0462191104889,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_006.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,676.1133379936218,None,676.0955344676971,678.1130769252777,"Ich versuche, jede Woche ein Buch zu lesen.",lesen,677.4963806152343,None,680.8299506187439,None,692.6971695899963,None,694.1139209270477,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_007.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,697.182459115982,None,697.1632184028625,699.1808431148529,"Ich rechne fest damit, dass er kommt.",rechne,698.5641375064849,None,701.3309495925903,702.3476929664612,713.7649584293365,None,715.1816589832306,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_008.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,718.2493770122528,None,718.2309605121612,720.2485780715942,Der Amazon Kurier hat das Paket geliefert.,geliefert,719.6318705558776,None,722.8320494174957,None,734.8326564311981,None,736.2494370937347,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_009.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,739.3179631233215,None,739.2987205028534,741.3163390159607,"Die Schneiderin änderte das Kleid, weil das Kleid zu groß ist.",änderte,740.6996415138244,744.6498110294342,745.0332084178924,None,755.9003985404968,None,757.3172290325165,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_010.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,760.3846890926361,None,760.3665474891662,762.3840990066528,"Schultigung, Ich habe den falschen Knopf gedrückt.",gedrückt,761.7674115180969,764.6843221187592,765.0675924301147,None,776.9515645980835,None,778.3682689666748,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_011.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,781.4527931213379,None,781.4176434516907,783.4519259929657,Ich kann in meiner Badewanne duschen.,duschen,782.8018124580383,None,785.2686884880065,786.2853951454163,798.002695608139,799.0194361209869,799.4194540977478,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_012.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,802.5036470890045,None,802.4687925815582,804.5033810138702,Ihr fehlt es an ausreichender Berufserfahrung für diese Position.,fehlt,803.886350440979,807.9365720748901,808.3199046134948,809.3366370201111,819.0871406078338,None,820.5039019584656,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_013.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
3,0,3,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,823.5546369552612,None,823.5198415756225,825.5541839599609,Die Uhr kann den zwölf Stunden Rhythmus zeigen.,zeigen,824.9042366027832,827.620954990387,828.0042925357818,None,840.1049585819244,None,841.521744966507,None,./data/Subject_01/Session_03/Exp_data/2020_Jul_16_1858/rec_QA_run_03_block_000_trial_014.wav,,,,01,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_16_1858,nibs_stage_1,3.2.3,59.99267667521054,
