run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,118.10897302627563,None,327.50348711013794,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",327.50348711013794,None,327.48864941596986,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",350.52156591415405,530.5310659408569,533.9147310256958,None,548.0987091064453,None," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",548.0987091064453,None,548.0843565940856,None,587.4673840999603,None,Listen to the question and speak out your answer!,590.5339751243591,None,590.5200077533722,592.5341489315033,"Meine Geschichte ist wahr, ich habe keine Lügen erzählt.",erzählt,591.9173939704895,None,595.6345029354095,None,607.1183920383453,None,608.5184700489044,609.5185279846191,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_000.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,611.5686640739441,None,611.553610420227,613.5686690807343,Der Fluss fließt an der Grenze entlang.,fließt,612.9520619392395,615.268837928772,615.6688719272613,None,628.1527889251709,629.1529350280762,629.5529260635376,630.5529909133911,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_001.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,632.6035981178284,None,632.6047543525696,634.6197769641876,Der Mitarbeiter wurde für seinen Fleiß und seine harte Arbeit belohnt.,belohnt,633.9865119934082,638.0199611186981,638.42025308609,None,649.18729596138,None,650.5874209403992,651.5874650478363,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_002.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,653.6708629131317,None,653.6558743953705,655.6709809303284,Ich denke immer an meine Kindheit zurück.,denke,655.0377979755401,None,657.737793970108,None,670.2384589195251,None,671.6384689807892,672.6385579109192,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_003.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,674.7051229476929,None,674.6902905464171,676.7051229476929,"Wenn der Wind stark bläst, ziehen die Wolken schnell über den Himmel.",bläst,676.0885270118713,679.5886850357056,679.9887259483337,None,691.2895889759063,692.289736032486,692.6895360946655,693.6896929740906,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_004.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,695.7564990520477,None,695.741456413269,697.7566239833832,Das Abkommen läuft noch fünf Monate. ,läuft,697.123182106018,699.6231989860535,700.0232360839843,701.0233550071716,712.3236670970916,None,713.7238190174103,714.7237849235535,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_005.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,716.7919290065765,None,716.7923034667969,718.8074231147766,Ich werde meinen Geburtstag morgen mit meinen Freunden feiern.,feiern,718.1742771148681,721.7743539810181,722.1909771442413,None,733.3748770236969,None,734.7751150131226,735.7749030590057,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_006.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,737.8419151306152,None,737.8266664981842,739.8418929576874,Viele Indianer leben in Reservaten.,leben,739.2088051319122,741.9419150352478,742.3419499874115,None,754.4093280315399,None,755.8093409538269,756.8094301223755,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_007.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,758.8929951190948,None,758.8779584407806,760.8929560184479,"Er kann zwanzig Zigarattes pro Tag rauchen, was sehr ungesund ist.",rauchen,760.2763419628143,764.4931950569153,764.8938200950622,None,775.4771049499511,None,776.8776109218597,777.87721991539,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_008.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
3,0,3,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,779.9615440368652,None,779.945664358139,781.9607739448547,Die Sonnenbrillen kann die Augen vor der Sonne schützen.,schützen,781.3440940856933,784.3276829719543,784.7442300796508,785.7445070743561,796.5448880672454,None,797.944885969162,798.9450149536133,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1242/rec_QA_run_03_block_000_trial_009.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_06_1242,nibs_stage_1,3.2.3,59.99628090070863,
