run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,68.62946486473083,None,278.1072127819061,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",278.1072127819061,None,278.0921903610229,None,"Please keep relaxed and close your eyes.
",301.1251449584961,481.1341109275818,484.48441886901855,None,500.31909799575806,540.3207228183746," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",500.31909799575806,540.3207228183746,500.32107467651366,None,539.7039728164673,None,Listen to the question and speak out your answer!,545.6376049518585,None,545.6234682559967,547.6378788948059,Er hängte seine Jacke über die Lehne des Stuhls.,hängte,547.004327249527,549.9378459453583,550.3546983718873,None,562.2050301551819,None,563.6051609516144,564.6053988933563,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_000.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,566.6718599796295,None,566.6569649219514,568.6718628406525,Im Weltraum kann man keinen Ton hören.,hören,568.0552572727204,570.4553020000458,570.872048330307,571.8720088005066,583.256232213974,584.2562189102173,584.6563079357147,585.6562027931213,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_001.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,587.7064888477325,None,587.691331768036,589.7064797878265,Das Kind kann die Tischkante noch nicht erreichen.,erreichen,589.0899672031403,None,592.1398822784424,None,604.2905902385712,None,605.6908609867096,606.6907048225403,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_002.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,608.7414078712463,None,608.7258337974549,610.7412598133087,"Dem Patienten geht es viel besser, so dass der Arzt ihm das Rauchen erlaubte.",erlaubte,610.124221277237,614.674421787262,615.0913073539734,None,625.3250162124634,None,626.7251198291779,627.7251279354095,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_003.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,629.7917459011078,None,629.7769382953644,631.7916808128357,Die Gäste gratulieren dem jungen Paar herzlich zur Hochzeit.,gratulieren,631.1583702087403,634.9251289367676,635.3419053077698,None,646.3593842506409,None,647.7595207691193,648.7594289779663,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_004.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,650.8260519504547,None,650.8112987518311,652.8261489868164,Was wünschst du dir zum Geburtstag?,wünschst,652.2094313621521,654.3761417865753,654.7929303169251,None,667.4104551792145,None,668.8102037906647,669.8103568553925,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_005.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,671.8770728111267,None,671.8621672153473,673.8775038719177,Die Flasche steht auf dem Tisch.,steht,673.2441062450409,None,675.5942782878876,None,688.444883298874,689.4617898464203,689.844920873642,690.8447048664093,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_006.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,692.9124457836151,None,692.8965419769288,694.9118559360504,Jetzt liest er seiner Mutter eine Geschichte vor.,liest,694.2784902572632,697.0452899932861,697.4453012466431,None,709.479019355774,None,710.8791079521179,711.8791289329529,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_007.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,713.9629509449005,None,713.9476252555847,715.9626948833466,"Um mein Auto zu kaufen, die Bank hat mir das Geld geliehen.",geliehen,715.3294302940369,718.7795498371124,719.1795701503754,720.1797428131104,730.5303842544556,731.530238866806,731.9301118850708,732.9302158355713,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_008.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,734.9971759319305,None,734.9820388793946,736.9971089363098,Ich liebe würzige Saucen. ,liebe,736.3637833118439,None,738.5805272579194,None,751.5813493251801,None,752.9979979991913,None,./data/Subject_03/Session_01/Exp_data/2020_Jul_08_1108/rec_QA_run_00_block_000_trial_009.wav,,,,03,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_08_1108,nibs_stage_1,3.2.3,59.97071742313324,
