run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,53.38851499557495,None,262.88268995285034,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",262.88268995285034,None,262.866220664978,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",285.90056896209717,465.9101598262787,469.2600908279419,None,484.9946930408478,None," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",484.9946930408478,None,484.9943210124969,None,524.3799889087677,None,Listen to the question and speak out your answer!,527.8800728321075,None,527.8801581382751,529.8800518512726,Man kann die salzige Luft riechen.,riechen,529.2634233474731,531.2468600273132,531.6468965053558,532.6469328403473,544.4476174354553,545.4476268291473,545.8476178646088,546.8476638793945,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_000.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,548.9147770404816,None,548.9144556045532,550.9148919582367,"Schauen Sie nach draußen, der Schnee fällt.",fällt,550.2978054523468,552.8644690513611,553.2644423484802,None,565.4984325408935,None,566.8984198570251,567.899111032486,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_001.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,569.9826610088348,None,569.9654345035552,571.9657258987427,Lisa kann schon mit großen Zahlen rechnen.,rechnen,571.3490435123443,None,574.3825284481048,None,586.5495234966278,None,587.9496068954468,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_002.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,591.0169098377228,None,590.9998745441436,592.9998638629913,"Ich habe den Knopf gedrückt, um die Kaffeemaschine einzuschalten.",gedrückt,592.3833693504333,None,596.533362531662,None,607.5840674877167,None,608.984060049057,610.0010230541229,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_003.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,612.0341908931732,None,612.0177916526794,614.0176000595093,Sam ist ein ehrlicher Mann und sagt immer die Wahrheit.,sagt,613.4176584720611,616.601096868515,617.001098537445,None,628.6350385189056,None,630.0517919063568,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_004.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,633.0869629383087,None,633.0686895370483,635.085373878479,Kannst du bitte die Wäsche in die Sonne hängen?,hängen,634.4687563419342,636.8855600357056,637.2688175678253,None,649.6694275379181,None,651.0862619876862,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_005.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,654.1207020282745,None,654.1033965587616,656.1196918487549,Peter interessiert sich sehr für Geschichte.,interessiert,655.5030933856964,None,658.6034854888916,None,670.7039834499359,None,672.1206288337708,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_006.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,675.1883778572083,None,675.1541121482849,677.1875739097595,Die Stadt liegt nahe am Meer.,liegt,676.5709735393524,None,678.7377363681793,None,691.7717963695526,None,693.1884169578552,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_007.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,696.2219378948212,None,696.1886339664459,698.2222280502319,Afrika liegt südlich von Europa .,liegt,697.6055554389953,700.1887550354004,700.5725175380707,None,712.7727295398712,None,714.1895380020142,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_008.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,717.2566339969635,None,717.2396485328674,719.2566049098969,Du muss deine schmutzige Kleidung in der Wäscherei waschen.,waschen,718.6399644851684,None,722.1734694480896,None,733.840568447113,None,735.2572250366211,None,./data/Subject_03/Session_03/Exp_data/2020_Jul_20_1121/rec_QA_run_00_block_000_trial_009.wav,,,,03,03,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_20_1121,nibs_stage_1,3.2.3,60.018172998358715,
