run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,62.291916847229004,None,271.75319385528564,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",271.75319385528564,None,271.7367726325989,None,"Please keep relaxed and close your eyes.
",294.78770184516907,474.7968759536743,478.1640188694,None,493.24806785583496,533.266697883606," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",493.24806785583496,533.266697883606,493.23155348300935,None,532.6333129405975,None,Listen to the question and speak out your answer!,536.5168688297272,None,536.5004995822906,538.5001997947693,In diesem Geschäft kann man billig einkaufen.,einkaufen,537.9002720594406,None,540.8339020490646,None,553.1013001680374,None,554.50137591362,555.5014228820801,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_000.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,557.5682499408722,None,557.5517347097397,559.5516200065613,Der Test dauert nur fünfzehn Minuten.,dauert,558.9349300146102,561.3517758846283,561.751789021492,None,574.1357690572738,None,575.5364878177643,576.5358369350433,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_001.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,578.602630853653,None,578.5861574172973,580.5862510204315,"Bitten aufpassen, zu viel Zucker schadet der Gesundheit.",aufpassen,579.9864072084426,583.3528859615326,583.7528931379318,584.7529528141022,595.1868321180343,None,596.587080001831,597.5869770050049,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_002.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,599.6535108089447,None,599.6372888326645,601.6371829509735,Muss ich mit dem Bus fahren oder kann ich zu Fuß gehen?,gehen,601.0370220422744,604.120847940445,604.5042261362075,None,616.2212671518325,None,617.6213409900665,618.6214029788971,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_003.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,620.6719899177551,None,620.6550456047057,622.6549417972565,Während oder nach einem Regen kann man einen Regenbogen vorsehen.,vorsehen,622.0383090257644,None,626.3218070745468,627.3218657970428,637.2392861127853,638.2391159534454,638.6555938720703,639.6560158729553,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_004.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,641.7063808441162,None,641.689658498764,643.6894237995148,"Das Messer ist so stumpf, dass wir nicht mehr brauchen.",brauchen,643.0895551919937,None,646.5562872171402,647.5562739372253,658.2901260137558,None,659.6902298927307,660.6904048919678,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_005.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,662.7236008644104,None,662.7073783159256,664.7070758342743,"Ich warte seit drei Tagen auf Sie, wo waren Sie denn?",warte,664.0901600599288,None,667.8070930719375,None,679.2913221597671,None,680.6913449764252,681.6914019584656,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_006.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,683.8583669662476,None,683.8420774698257,685.841835975647,Grossbritannien hat die EU verlassen.,verlassen,685.2249202013015,None,688.0751251459121,None,700.4256982088089,None,701.82581782341,702.8258647918701,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_007.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,704.8927597999573,None,704.8761766195297,706.8759889602661,Plastikabfälle werden die Meere verschmutzen.,verschmutzen,706.2593530893325,709.0260968208313,709.4427520513534,710.4429090023041,721.4602021455764,722.4602048397064,722.8602199554443,723.8601849079132,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_008.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
3,0,3,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,725.9270567893982,None,725.9104967355728,727.9106979370117,"Sie hat Jogurt, Milch, Banana, Brot etc. im Supermarkt eingekauft.",eingekauft,727.2940530061721,None,732.694080042839,None,742.4945930719375,None,743.8946650028229,744.8946659564972,./data/Subject_05/Session_01/Exp_data/2020_Aug_10_1203/rec_QA_run_03_block_000_trial_009.wav,05,01,Norwegian,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_10_1203,nibs_stage_1,3.2.3,60.024786694182,
