run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,64.67781805992126,None,274.1387619972229,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",274.1387619972229,None,274.14048073291775,None,"Please keep relaxed and close your eyes.
",297.15657210350037,477.16580605506897,480.54924392700195,None,495.10039710998535,None," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",495.10039710998535,None,495.10241372585295,None,534.4854090213776,None,Listen to the question and speak out your answer!,538.1356041431427,None,538.1213366746903,540.1356799602509,"Er ist zu schwach, um eine Firma zu führen.",führen,539.5024090528489,None,542.7025581121445,543.7025351524353,554.703163933754,None,556.1032581329346,557.1033120155334,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_000.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,559.1867520809174,None,559.1717927217484,561.1868159770966,"Es ist Zeit, diesen Ort zu verlassen.",verlassen,560.5536139726639,None,563.3369310617447,564.3371200561523,575.754437994957,None,577.1542980670929,578.1543431282043,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_001.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,580.2043459415436,None,580.1897626638413,582.2043540477753,Mein Freund führt ein erfolgreiches Geschäft.,führt,581.5709629774094,None,584.687785935402,None,596.7719879865647,597.7719929218292,598.1722209453583,599.1719880104065,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_002.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,601.2559161186218,None,601.2406646966934,603.255392074585,Der Donau fließt ins Schwarze Meer.,fließt,602.6219609498978,604.9222509860992,605.3387571096421,None,617.8229540109635,None,619.2228329181671,620.2229690551758,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_003.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,622.3066899776459,None,622.2916197538376,624.3066971302032,Er wird die Wurst mit Butter braten.,braten,623.6740349054337,625.7568480968475,626.15682990551,None,638.8741510629654,639.8741290569305,640.2743310928345,641.2740330696106,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_004.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,643.3578219413757,None,643.3426878213883,645.3578100204468,Die Flasche steht auf dem Tisch.,steht,644.7244759321213,None,647.0576790094376,None,659.9250229120255,660.9249770641327,661.3250041007996,662.325117111206,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_005.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,664.3752491474152,None,664.3603997945786,666.3753521442413,Lisa tanzt im Ballett.,tanzt,665.7419930219651,667.3254051208496,667.7421060323716,None,680.9427459955216,None,682.3428111076355,683.3428740501404,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_006.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,685.4264490604401,None,685.4115376234055,687.4265260696411,Am Anfang sind die Brüder Wright mit Gleitflugzeugen geflogen.,geflogen,686.793052983284,690.3932480812073,690.8104320287705,None,701.993841958046,702.9938731193542,703.3939189910889,704.3939521312714,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_007.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,706.4613440036774,None,706.4459697246552,708.460844039917,"Der Arzt hat gesagt, ich sähe völlig gesund aus.",gesagt,707.8441699266434,None,711.3109739542008,None,723.0449660539628,None,724.4450030326843,725.4450309276581,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_008.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,727.496190071106,None,727.4802326202393,729.4956181049347,"Da Sie keine andere Wahl haben, können Sie nicht wählen.",wählen,728.878573012352,732.0953929424286,732.5121029138566,None,744.0795639276505,745.0798180103302,745.4796011447906,746.4796719551086,./data/Subject_05/Session_03/Exp_data/2020_Aug_19_1039/rec_QA_run_00_block_000_trial_009.wav,05,03,Norwegian,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Aug_19_1039,nibs_stage_1,3.2.3,59.99628090070863,
