run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,52.13507294654846,None,261.64504194259644,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",261.64504194259644,None,261.6105253219605,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",284.69713592529297,464.73866987228394,468.13876390457153,None,557.1769089698792,597.2120790481567," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",557.1769089698792,597.2120790481567,557.1582176446915,None,596.5953249931335,None,Listen to the question and speak out your answer!,602.1308560371399,None,602.1105133771897,604.129047870636,"Das Thema interessierte sie, daher hörte sie genau zu.",interessierte,603.5125047922135,None,607.5792007207871,None,618.7130968332291,None,620.1298549175262,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_000.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,623.1969540119171,None,623.1788169622422,625.19677901268,Der Mitarbeiter wurde für seinen Fleiß und seine harte Arbeit belohnt.,belohnt,624.580095744133,628.630558013916,629.0135628938675,None,639.7808878183365,640.7976150512695,641.1977438926697,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_001.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,644.2811989784241,None,644.2465860128403,646.2812089920044,Darf ich mit einem Scheck bezahlen?,bezahlen,645.6311137437821,None,647.8979587316513,648.9146819114685,660.848627781868,None,662.2653670310974,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_002.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,665.3328399658203,None,665.2976781845093,667.3324868679047,Wollen wir morgen zu Hause bleiben oder uns einen Film im Kino ansehen?,ansehen,666.7155906915665,None,671.4158696889878,None,681.9163548707962,None,683.3331139087677,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_003.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,686.367024898529,None,686.3489259958268,688.3667209148407,"Wir schafften es, das Projekt nach Plan abzuschließen.",schafften,687.7500078439713,691.2002198696136,691.5835556745529,None,702.9507977724076,None,704.3675799369812,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_004.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,707.4017109870911,None,707.36650223732,709.4010610580444,Das Mädchen kümmert sich um seine erkältete Mutter.,kümmert,708.7510928869248,711.8679440021515,712.2846207380295,None,723.951882815361,None,725.3686349391937,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_005.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,728.4360749721527,None,728.417595076561,730.4355480670929,Du kannst alle Lehrmaterialien von moodle herunterladen.,herunterladen,729.8188528776169,733.4357290267944,733.8190717458725,None,745.0196418523789,None,746.4364030361176,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_006.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,749.4707729816437,None,749.4520539522172,751.4699599742889,Persönliche Daten sollen geheim bleiben.,bleiben,750.819939827919,753.2704708576202,753.6867637395859,754.7035200595856,766.037393784523,None,767.4542620182037,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_007.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,770.5211329460144,None,770.4863831520081,772.5210869312286,Ihre Kinder liegen noch im Bett.,liegen,771.9042987585068,None,774.2377416849137,None,787.1051447153092,None,788.5219359397888,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_008.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,791.5554959774017,None,791.5208751678467,793.5556879043579,Was wünschst du dir zum Geburtstag?,wünschst,792.9387998342514,None,795.5057646989823,796.5223278999329,808.1396016836167,None,809.5563318729401,None,./data/Subject_08/Session_01/Exp_data/2020_Jul_28_1033/rec_QA_run_00_block_000_trial_009.wav,08,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_28_1033,nibs_stage_1,3.2.3,60.07413476026514,
